
# --------------------------------------------------------------------------------------------------------
# Contents:
# Dutch soil profiles, BOFEK clustering and hydraulic properties.
#
# Source:
# Soil map of the Netherlands: https://service.pdok.nl/bzk/bro-bodemkaart/atom/bro-bodemkaart.xml
# BOFEK clustering, Staringreeks: https://www.wur.nl/nl/show/bodemfysische-eenhedenkaart-bofek2020.htm
#
# Date:
# 2025-04-17
# --------------------------------------------------------------------------------------------------------

soil_id,soil_unit,soil_name,soil_classification,soil_landuse,bofek_cluster,bofek_dominant,bofek_name,bofek_area,layer_number,layer_faohorizon,layer_ztop,layer_zbot,layer_staringclass,layer_staringclassname,layer_staringdescription,layer_staringlabel,layer_orgmat,layer_pclay,layer_psilt,layer_bdens,layer_ores,layer_osat,layer_alfa,layer_npar,layer_lexp,layer_ksatfit
90116090,Rn95A,"Kalkhoudende poldervaaggronden; zware zavel en lichte klei, profielverloop 5",Rivierkleigronden,akkerbouw,4016,0,Kleigronden (zavel en lichte klei) op homogene ondergrond,3190.776734,3,Cg1,0.5,0.9,211,O11,lichte klei,lichte klei,0.6,29,36,1.409,0.0,0.44361666,0.01431555,1.12600054,2.35713901,2.12243578
90116090,Rn95A,"Kalkhoudende poldervaaggronden; zware zavel en lichte klei, profielverloop 5",Rivierkleigronden,akkerbouw,4016,0,Kleigronden (zavel en lichte klei) op homogene ondergrond,3190.776734,4,Cg2,0.9,1.2,209,O09,matig lichte zavel,m. lichte zavel,0.4,16,18,1.537,0.0,0.45824566,0.00971504,1.37578384,-1.01308296,3.76662698
90216090,Rn95A,"Kalkhoudende poldervaaggronden; zware zavel en lichte klei, profielverloop 5",Rivierkleigronden,grasland,4016,1,Kleigronden (zavel en lichte klei) op homogene ondergrond,23143.72279,1,Ap1,0.0,0.1,109,B09,zware zavel,zware zavel,5.0,23,37,1.291,0.0,0.42953862,0.00696387,1.26717854,-2.38705852,1.74758567
90216090,Rn95A,"Kalkhoudende poldervaaggronden; zware zavel en lichte klei, profielverloop 5",Rivierkleigronden,grasland,4016,1,Kleigronden (zavel en lichte klei) op homogene ondergrond,23143.72279,2,Ap2,0.1,0.25,109,B09,zware zavel,zware zavel,3.0,23,37,1.365,0.0,0.42953862,0.00696387,1.26717854,-2.38705852,1.74758567
90216090,Rn95A,"Kalkhoudende poldervaaggronden; zware zavel en lichte klei, profielverloop 5",Rivierkleigronden,grasland,4016,1,Kleigronden (zavel en lichte klei) op homogene ondergrond,23143.72279,3,Cwg,0.25,0.5,210,O10,zware zavel,zware zavel,1.5,23,37,1.416,0.01,0.47234331,0.01004814,1.24569139,-0.79295916,2.30006721
90216090,Rn95A,"Kalkhoudende poldervaaggronden; zware zavel en lichte klei, profielverloop 5",Rivierkleigronden,grasland,4016,1,Kleigronden (zavel en lichte klei) op homogene ondergrond,23143.72279,4,Cg1,0.5,0.9,211,O11,lichte klei,lichte klei,0.6,29,36,1.409,0.0,0.44361666,0.01431555,1.12600054,2.35713901,2.12243578
90216090,Rn95A,"Kalkhoudende poldervaaggronden; zware zavel en lichte klei, profielverloop 5",Rivierkleigronden,grasland,4016,1,Kleigronden (zavel en lichte klei) op homogene ondergrond,23143.72279,5,Cg2,0.9,1.2,209,O09,matig lichte zavel,m. lichte zavel,0.4,16,18,1.537,0.0,0.45824566,0.00971504,1.37578384,-1.01308296,3.76662698
16110,Rn62C,"Kalkloze poldervaaggronden; zavel en lichte klei, profielverloop 2",Rivierkleigronden,grasland,4024,0,Kleigronden (zavel) op zandondergrond III,2535.094232,1,Ap1,0.0,0.1,109,B09,zware zavel,zware zavel,6.0,18,37,1.28,0.0,0.42953862,0.00696387,1.26717854,-2.38705852,1.74758567
16110,Rn62C,"Kalkloze poldervaaggronden; zavel en lichte klei, profielverloop 2",Rivierkleigronden,grasland,4024,0,Kleigronden (zavel) op zandondergrond III,2535.094232,2,Ap2,0.1,0.2,109,B09,zware zavel,zware zavel,4.0,18,37,1.365,0.0,0.42953862,0.00696387,1.26717854,-2.38705852,1.74758567
16110,Rn62C,"Kalkloze poldervaaggronden; zavel en lichte klei, profielverloop 2",Rivierkleigronden,grasland,4024,0,Kleigronden (zavel) op zandondergrond III,2535.094232,3,Cwg,0.2,0.6,210,O10,zware zavel,zware zavel,1.1,20,37,1.456,0.01,0.47234331,0.01004814,1.24569139,-0.79295916,2.30006721
16110,Rn62C,"Kalkloze poldervaaggronden; zavel en lichte klei, profielverloop 2",Rivierkleigronden,grasland,4024,0,Kleigronden (zavel) op zandondergrond III,2535.094232,4,Cg,0.6,1.2,201,O01,leemarm zeer fijn tot matig fijn zand,leemarm z.f.-m.f. zand,0.5,2,6,1.646,0.01,0.36584689,0.01598691,2.16275113,2.8679672,22.32215442
16111,Rn62Cg,"Kalkloze poldervaaggronden; zavel en lichte klei, profielverloop 2",,grasland,4024,0,Kleigronden (zavel) op zandondergrond III,552.7452668,1,Ap1,0.0,0.1,109,B09,zware zavel,zware zavel,6.0,18,37,1.28,0.0,0.42953862,0.00696387,1.26717854,-2.38705852,1.74758567
16111,Rn62Cg,"Kalkloze poldervaaggronden; zavel en lichte klei, profielverloop 2",,grasland,4024,0,Kleigronden (zavel) op zandondergrond III,552.7452668,2,Ap2,0.1,0.2,109,B09,zware zavel,zware zavel,4.0,18,37,1.365,0.0,0.42953862,0.00696387,1.26717854,-2.38705852,1.74758567
16111,Rn62Cg,"Kalkloze poldervaaggronden; zavel en lichte klei, profielverloop 2",,grasland,4024,0,Kleigronden (zavel) op zandondergrond III,552.7452668,3,Cwg,0.2,0.6,210,O10,zware zavel,zware zavel,1.5,18,39,1.457,0.01,0.47234331,0.01004814,1.24569139,-0.79295916,2.30006721
16111,Rn62Cg,"Kalkloze poldervaaggronden; zavel en lichte klei, profielverloop 2",,grasland,4024,0,Kleigronden (zavel) op zandondergrond III,552.7452668,4,Cg,0.6,1.2,201,O01,leemarm zeer fijn tot matig fijn zand,leemarm z.f.-m.f. zand,0.5,2,6,1.52,0.01,0.36584689,0.01598691,2.16275113,2.8679672,22.32215442
16120,fRn62C,"Kalkloze poldervaaggronden; zavel en lichte klei, profielverloop 2",,grasland,4022,0,Kleigronden (zavel) op zandondergrond II,2934.318767,1,Apg1,0.0,0.1,109,B09,zware zavel,zware zavel,6.0,20,35,1.268,0.0,0.42953862,0.00696387,1.26717854,-2.38705852,1.74758567
16120,fRn62C,"Kalkloze poldervaaggronden; zavel en lichte klei, profielverloop 2",,grasland,4022,0,Kleigronden (zavel) op zandondergrond II,2934.318767,2,Apg2,0.1,0.2,109,B09,zware zavel,zware zavel,4.0,20,35,1.351,0.0,0.42953862,0.00696387,1.26717854,-2.38705852,1.74758567
16120,fRn62C,"Kalkloze poldervaaggronden; zavel en lichte klei, profielverloop 2",,grasland,4022,0,Kleigronden (zavel) op zandondergrond II,2934.318767,3,Cwg,0.2,0.6,209,O09,matig lichte zavel,m. lichte zavel,0.8,15,30,1.515,0.0,0.45824566,0.00971504,1.37578384,-1.01308296,3.76662698
16120,fRn62C,"Kalkloze poldervaaggronden; zavel en lichte klei, profielverloop 2",,grasland,4022,0,Kleigronden (zavel) op zandondergrond II,2934.318767,4,Cg,0.6,1.2,202,O02,zwak lemig zeer fijn tot matig fijn zand,zw. lemig z.f.-m.f. zand,0.5,4,8,1.655,0.02,0.3870639,0.01608317,1.52441823,2.43966226,22.76175599
16121,fRn95C,"Kalkloze poldervaaggronden; zware zavel en lichte klei, profielverloop 5",,grasland,4011,0,Kleigronden (zware zavel) op homogene ondergrond (soms met veen) I,1142.090524,1,Apg1,0.0,0.1,109,B09,zware zavel,zware zavel,6.0,23,32,1.249,0.0,0.42953862,0.00696387,1.26717854,-2.38705852,1.74758567
16121,fRn95C,"Kalkloze poldervaaggronden; zware zavel en lichte klei, profielverloop 5",,grasland,4011,0,Kleigronden (zware zavel) op homogene ondergrond (soms met veen) I,1142.090524,2,Apg2,0.1,0.2,109,B09,zware zavel,zware zavel,4.0,23,32,1.329,0.0,0.42953862,0.00696387,1.26717854,-2.38705852,1.74758567
16121,fRn95C,"Kalkloze poldervaaggronden; zware zavel en lichte klei, profielverloop 5",,grasland,4011,0,Kleigronden (zware zavel) op homogene ondergrond (soms met veen) I,1142.090524,3,Cwg,0.2,0.45,210,O10,zware zavel,zware zavel,1.5,23,32,1.416,0.01,0.47234331,0.01004814,1.24569139,-0.79295916,2.30006721
16121,fRn95C,"Kalkloze poldervaaggronden; zware zavel en lichte klei, profielverloop 5",,grasland,4011,0,Kleigronden (zware zavel) op homogene ondergrond (soms met veen) I,1142.090524,4,Cg,0.45,1.2,210,O10,zware zavel,zware zavel,1.5,18,27,1.457,0.01,0.47234331,0.01004814,1.24569139,-0.79295916,2.30006721
16140,Rn62Cp,"Kalkloze poldervaaggronden; zavel en lichte klei, profielverloop 2",,grasland,4024,0,Kleigronden (zavel) op zandondergrond III,5927.220775,1,Apg1,0.0,0.1,109,B09,zware zavel,zware zavel,6.0,18,27,1.28,0.0,0.42953862,0.00696387,1.26717854,-2.38705852,1.74758567
16140,Rn62Cp,"Kalkloze poldervaaggronden; zavel en lichte klei, profielverloop 2",,grasland,4024,0,Kleigronden (zavel) op zandondergrond III,5927.220775,2,Apg2,0.1,0.2,109,B09,zware zavel,zware zavel,3.0,18,27,1.403,0.0,0.42953862,0.00696387,1.26717854,-2.38705852,1.74758567
16140,Rn62Cp,"Kalkloze poldervaaggronden; zavel en lichte klei, profielverloop 2",,grasland,4024,0,Kleigronden (zavel) op zandondergrond III,5927.220775,3,Cwg,0.2,0.6,210,O10,zware zavel,zware zavel,1.1,18,27,1.473,0.01,0.47234331,0.01004814,1.24569139,-0.79295916,2.30006721
16140,Rn62Cp,"Kalkloze poldervaaggronden; zavel en lichte klei, profielverloop 2",,grasland,4024,0,Kleigronden (zavel) op zandondergrond III,5927.220775,4,Bheb,0.6,0.9,201,O01,leemarm zeer fijn tot matig fijn zand,leemarm z.f.-m.f. zand,1.8,3,6,1.598,0.01,0.36584689,0.01598691,2.16275113,2.8679672,22.32215442
16140,Rn62Cp,"Kalkloze poldervaaggronden; zavel en lichte klei, profielverloop 2",,grasland,4024,0,Kleigronden (zavel) op zandondergrond III,5927.220775,5,Cu,0.9,1.2,201,O01,leemarm zeer fijn tot matig fijn zand,leemarm z.f.-m.f. zand,0.3,3,6,1.672,0.01,0.36584689,0.01598691,2.16275113,2.8679672,22.32215442
16130,Rn67C,"Kalkloze poldervaaggronden; zavel en lichte klei, profielverloop 3, of 3 en 4",Rivierkleigronden,grasland,4015,0,Kleigronden (-zware -klei) op  veen,20548.54544,1,Apg1,0.0,0.1,110,B10,lichte klei,lichte klei,6.0,28,47,1.218,0.01,0.44811194,0.01283449,1.13525008,4.58051343,3.83228337
16130,Rn67C,"Kalkloze poldervaaggronden; zavel en lichte klei, profielverloop 3, of 3 en 4",Rivierkleigronden,grasland,4015,0,Kleigronden (-zware -klei) op  veen,20548.54544,2,Apg2,0.1,0.2,110,B10,lichte klei,lichte klei,4.0,28,47,1.295,0.01,0.44811194,0.01283449,1.13525008,4.58051343,3.83228337
16130,Rn67C,"Kalkloze poldervaaggronden; zavel en lichte klei, profielverloop 3, of 3 en 4",Rivierkleigronden,grasland,4015,0,Kleigronden (-zware -klei) op  veen,20548.54544,3,Cwg,0.2,0.5,211,O11,lichte klei,lichte klei,0.9,32,53,1.37,0.0,0.44361666,0.01431555,1.12600054,2.35713901,2.12243578
16130,Rn67C,"Kalkloze poldervaaggronden; zavel en lichte klei, profielverloop 3, of 3 en 4",Rivierkleigronden,grasland,4015,0,Kleigronden (-zware -klei) op  veen,20548.54544,4,Cg1,0.5,1.0,213,O13,zeer zware klei,z.zw. klei,1.8,56,39,1.187,0.01,0.573268,0.02785405,1.07995207,-6.09131057,9.68929074
16130,Rn67C,"Kalkloze poldervaaggronden; zavel en lichte klei, profielverloop 3, of 3 en 4",Rivierkleigronden,grasland,4015,0,Kleigronden (-zware -klei) op  veen,20548.54544,5,Cg2,1.0,1.2,210,O10,zware zavel,zware zavel,0.6,22,22,1.466,0.01,0.47234331,0.01004814,1.24569139,-0.79295916,2.30006721
16150,Rn94C,"Kalkloze poldervaaggronden; zware zavel en lichte klei, profielverloop 4",Rivierkleigronden,grasland,4001,0,Knipkleigronden (zavel en lichte klei),5271.75585,1,Apg,0.0,0.25,110,B10,lichte klei,lichte klei,5.0,30,45,1.246,0.01,0.44811194,0.01283449,1.13525008,4.58051343,3.83228337
16150,Rn94C,"Kalkloze poldervaaggronden; zware zavel en lichte klei, profielverloop 4",Rivierkleigronden,grasland,4001,0,Knipkleigronden (zavel en lichte klei),5271.75585,2,Cwg,0.25,0.55,211,O11,lichte klei,lichte klei,1.1,34,51,1.347,0.0,0.44361666,0.01431555,1.12600054,2.35713901,2.12243578
16150,Rn94C,"Kalkloze poldervaaggronden; zware zavel en lichte klei, profielverloop 4",Rivierkleigronden,grasland,4001,0,Knipkleigronden (zavel en lichte klei),5271.75585,3,Cwg,0.55,1.2,212,O12,matig zware klei,m.zw. klei,0.6,43,52,1.306,0.01,0.56070265,0.00881287,1.15812806,-3.17226476,1.07972884
16160,Rn47C,"Kalkloze poldervaaggronden; zware klei, profielverloop 3, of 3 en 4",Rivierkleigronden,grasland,4010,1,Kleigronden (-zware- klei) op zware kleitussenlaag of zware kleiondergrond,24803.61541,1,Ap1,0.0,0.08,111,B11,matig zware klei,m.zw. klei,6.0,40,45,1.152,0.01,0.59128611,0.02162021,1.10669523,-5.54921646,6.30532049
16160,Rn47C,"Kalkloze poldervaaggronden; zware klei, profielverloop 3, of 3 en 4",Rivierkleigronden,grasland,4010,1,Kleigronden (-zware- klei) op zware kleitussenlaag of zware kleiondergrond,24803.61541,2,Apg,0.08,0.15,111,B11,matig zware klei,m.zw. klei,3.0,40,45,1.25,0.01,0.59128611,0.02162021,1.10669523,-5.54921646,6.30532049
16160,Rn47C,"Kalkloze poldervaaggronden; zware klei, profielverloop 3, of 3 en 4",Rivierkleigronden,grasland,4010,1,Kleigronden (-zware- klei) op zware kleitussenlaag of zware kleiondergrond,24803.61541,3,Cwg,0.15,0.3,212,O12,matig zware klei,m.zw. klei,1.6,45,45,1.257,0.01,0.56070265,0.00881287,1.15812806,-3.17226476,1.07972884
16160,Rn47C,"Kalkloze poldervaaggronden; zware klei, profielverloop 3, of 3 en 4",Rivierkleigronden,grasland,4010,1,Kleigronden (-zware- klei) op zware kleitussenlaag of zware kleiondergrond,24803.61541,4,Cg1,0.3,0.8,213,O13,zeer zware klei,z.zw. klei,1.6,52,43,1.215,0.01,0.573268,0.02785405,1.07995207,-6.09131057,9.68929074
16160,Rn47C,"Kalkloze poldervaaggronden; zware klei, profielverloop 3, of 3 en 4",Rivierkleigronden,grasland,4010,1,Kleigronden (-zware- klei) op zware kleitussenlaag of zware kleiondergrond,24803.61541,5,Cg2,0.8,1.2,211,O11,lichte klei,lichte klei,0.6,27,27,1.425,0.0,0.44361666,0.01431555,1.12600054,2.35713901,2.12243578
16170,Rn47Cp,"Kalkloze poldervaaggronden; zware klei, profielverloop 3, of 3 en 4",,grasland,4008,1,Kleigronden (klei) op zandondergrond I,4124.142199,1,Apg1,0.0,0.08,111,B11,matig zware klei,m.zw. klei,6.0,40,45,1.152,0.01,0.59128611,0.02162021,1.10669523,-5.54921646,6.30532049
16170,Rn47Cp,"Kalkloze poldervaaggronden; zware klei, profielverloop 3, of 3 en 4",,grasland,4008,1,Kleigronden (klei) op zandondergrond I,4124.142199,2,Apg2,0.08,0.15,111,B11,matig zware klei,m.zw. klei,4.0,40,45,1.22,0.01,0.59128611,0.02162021,1.10669523,-5.54921646,6.30532049
16170,Rn47Cp,"Kalkloze poldervaaggronden; zware klei, profielverloop 3, of 3 en 4",,grasland,4008,1,Kleigronden (klei) op zandondergrond I,4124.142199,3,Cwg,0.15,0.85,212,O12,matig zware klei,m.zw. klei,1.3,45,50,1.266,0.01,0.56070265,0.00881287,1.15812806,-3.17226476,1.07972884
16170,Rn47Cp,"Kalkloze poldervaaggronden; zware klei, profielverloop 3, of 3 en 4",,grasland,4008,1,Kleigronden (klei) op zandondergrond I,4124.142199,4,Cu,0.85,1.2,201,O01,leemarm zeer fijn tot matig fijn zand,leemarm z.f.-m.f. zand,0.5,3,6,1.662,0.01,0.36584689,0.01598691,2.16275113,2.8679672,22.32215442
16171,Rn47Cwp,"Kalkloze poldervaaggronden; zware klei, profielverloop 3, of 3 en 4",,grasland,4008,0,Kleigronden (klei) op zandondergrond I,1486.546061,1,Apg1,0.0,0.08,111,B11,matig zware klei,m.zw. klei,6.0,40,45,1.152,0.01,0.59128611,0.02162021,1.10669523,-5.54921646,6.30532049
16171,Rn47Cwp,"Kalkloze poldervaaggronden; zware klei, profielverloop 3, of 3 en 4",,grasland,4008,0,Kleigronden (klei) op zandondergrond I,1486.546061,2,Apg2,0.08,0.15,111,B11,matig zware klei,m.zw. klei,4.0,40,45,1.22,0.01,0.59128611,0.02162021,1.10669523,-5.54921646,6.30532049
16171,Rn47Cwp,"Kalkloze poldervaaggronden; zware klei, profielverloop 3, of 3 en 4",,grasland,4008,0,Kleigronden (klei) op zandondergrond I,1486.546061,3,Cwg,0.15,0.7,212,O12,matig zware klei,m.zw. klei,2.0,45,50,1.246,0.01,0.56070265,0.00881287,1.15812806,-3.17226476,1.07972884
16171,Rn47Cwp,"Kalkloze poldervaaggronden; zware klei, profielverloop 3, of 3 en 4",,grasland,4008,0,Kleigronden (klei) op zandondergrond I,1486.546061,4,Cw,0.7,1.05,217,O17,mesotroof en eutroof veen,meso-eutroof veen,55.0,45,50,0.5,0.01,0.84863548,0.01192909,1.27153561,-1.24929996,3.40200949
16171,Rn47Cwp,"Kalkloze poldervaaggronden; zware klei, profielverloop 3, of 3 en 4",,grasland,4008,0,Kleigronden (klei) op zandondergrond I,1486.546061,5,Cu,1.05,1.2,201,O01,leemarm zeer fijn tot matig fijn zand,leemarm z.f.-m.f. zand,0.5,3,6,1.662,0.01,0.36584689,0.01598691,2.16275113,2.8679672,22.32215442
16180,bRn46C,"Kalkloze poldervaaggronden (bruine komgrond); zware klei, profielverloop 3, of 3 en 4, of 4",Rivierkleigronden,grasland,4007,0,Kleigronden (-zware- klei) homogeen of op zware klei tussenlaag of op veen,1363.777005,1,Ap,0.0,0.2,111,B11,matig zware klei,m.zw. klei,4.0,40,48,1.22,0.01,0.59128611,0.02162021,1.10669523,-5.54921646,6.30532049
16180,bRn46C,"Kalkloze poldervaaggronden (bruine komgrond); zware klei, profielverloop 3, of 3 en 4, of 4",Rivierkleigronden,grasland,4007,0,Kleigronden (-zware- klei) homogeen of op zware klei tussenlaag of op veen,1363.777005,2,Cwg,0.2,0.9,212,O12,matig zware klei,m.zw. klei,1.3,45,43,1.266,0.01,0.56070265,0.00881287,1.15812806,-3.17226476,1.07972884
16180,bRn46C,"Kalkloze poldervaaggronden (bruine komgrond); zware klei, profielverloop 3, of 3 en 4, of 4",Rivierkleigronden,grasland,4007,0,Kleigronden (-zware- klei) homogeen of op zware klei tussenlaag of op veen,1363.777005,3,Cg,0.9,1.2,211,O11,lichte klei,lichte klei,0.8,28,28,1.405,0.0,0.44361666,0.01431555,1.12600054,2.35713901,2.12243578
16190,Rn44C,"Kalkloze poldervaaggronden; zware klei, profielverloop 4",Rivierkleigronden,grasland,4015,0,Kleigronden (-zware -klei) op  veen,19464.83929,1,Apg1,0.0,0.08,112,B12,zeer zware klei,z.zw. klei,9.0,50,43,0.992,0.01,0.52974855,0.01656167,1.09067067,-4.49358138,2.24589475
16190,Rn44C,"Kalkloze poldervaaggronden; zware klei, profielverloop 4",Rivierkleigronden,grasland,4015,0,Kleigronden (-zware -klei) op  veen,19464.83929,2,Apg2,0.08,0.15,112,B12,zeer zware klei,z.zw. klei,7.0,50,43,1.066,0.01,0.52974855,0.01656167,1.09067067,-4.49358138,2.24589475
16190,Rn44C,"Kalkloze poldervaaggronden; zware klei, profielverloop 4",Rivierkleigronden,grasland,4015,0,Kleigronden (-zware -klei) op  veen,19464.83929,3,Cwg,0.15,0.5,213,O13,zeer zware klei,z.zw. klei,3.0,55,42,1.163,0.01,0.573268,0.02785405,1.07995207,-6.09131057,9.68929074
16190,Rn44C,"Kalkloze poldervaaggronden; zware klei, profielverloop 4",Rivierkleigronden,grasland,4015,0,Kleigronden (-zware -klei) op  veen,19464.83929,4,Cg,0.5,1.2,213,O13,zeer zware klei,z.zw. klei,1.8,55,42,1.192,0.01,0.573268,0.02785405,1.07995207,-6.09131057,9.68929074
16200,Rn44Cv,"Kalkloze poldervaaggronden; zware klei, profielverloop 4",,grasland,4015,0,Kleigronden (-zware -klei) op  veen,9647.906581,1,Apg1,0.0,0.08,112,B12,zeer zware klei,z.zw. klei,9.0,55,40,0.972,0.01,0.52974855,0.01656167,1.09067067,-4.49358138,2.24589475
16200,Rn44Cv,"Kalkloze poldervaaggronden; zware klei, profielverloop 4",,grasland,4015,0,Kleigronden (-zware -klei) op  veen,9647.906581,2,Apg2,0.08,0.15,112,B12,zeer zware klei,z.zw. klei,7.0,55,40,1.044,0.01,0.52974855,0.01656167,1.09067067,-4.49358138,2.24589475
16200,Rn44Cv,"Kalkloze poldervaaggronden; zware klei, profielverloop 4",,grasland,4015,0,Kleigronden (-zware -klei) op  veen,9647.906581,3,Cwg,0.15,0.9,213,O13,zeer zware klei,z.zw. klei,3.0,60,39,1.137,0.01,0.573268,0.02785405,1.07995207,-6.09131057,9.68929074
16200,Rn44Cv,"Kalkloze poldervaaggronden; zware klei, profielverloop 4",,grasland,4015,0,Kleigronden (-zware -klei) op  veen,9647.906581,4,Cu,0.9,1.2,217,O17,mesotroof en eutroof veen,meso-eutroof veen,65.0,56,39,0.46,0.01,0.84863548,0.01192909,1.27153561,-1.24929996,3.40200949
16201,Rn44Cw,"Kalkloze poldervaaggronden; zware klei, profielverloop 4",,grasland,4015,0,Kleigronden (-zware -klei) op  veen,3085.941196,1,Apg1,0.0,0.08,112,B12,zeer zware klei,z.zw. klei,9.0,55,40,0.972,0.01,0.52974855,0.01656167,1.09067067,-4.49358138,2.24589475
16201,Rn44Cw,"Kalkloze poldervaaggronden; zware klei, profielverloop 4",,grasland,4015,0,Kleigronden (-zware -klei) op  veen,3085.941196,2,Apg2,0.08,0.15,112,B12,zeer zware klei,z.zw. klei,7.0,55,40,1.044,0.01,0.52974855,0.01656167,1.09067067,-4.49358138,2.24589475
16201,Rn44Cw,"Kalkloze poldervaaggronden; zware klei, profielverloop 4",,grasland,4015,0,Kleigronden (-zware -klei) op  veen,3085.941196,3,Cwg,0.15,0.5,213,O13,zeer zware klei,z.zw. klei,3.0,60,39,1.137,0.01,0.573268,0.02785405,1.07995207,-6.09131057,9.68929074
16201,Rn44Cw,"Kalkloze poldervaaggronden; zware klei, profielverloop 4",,grasland,4015,0,Kleigronden (-zware -klei) op  veen,3085.941196,4,Ahb,0.5,0.7,218,O18,moerige tussenlaag,moerige tussenlaag,35.0,56,39,0.5,0.01,0.58027825,0.01265676,1.31617171,-0.78553413,35.95127916
16201,Rn44Cw,"Kalkloze poldervaaggronden; zware klei, profielverloop 4",,grasland,4015,0,Kleigronden (-zware -klei) op  veen,3085.941196,5,Cu,0.7,1.2,213,O13,zeer zware klei,z.zw. klei,3.0,60,39,1.137,0.01,0.573268,0.02785405,1.07995207,-6.09131057,9.68929074
90116210,Rn15C,"Kalkloze poldervaaggronden; lichte zavel, profielverloop 5",Rivierkleigronden,akkerbouw,4004,0,Kleigronden (ichte zavel) op homogene ondergrond I,357.1247819,1,Ap,0.0,0.25,108,B08,matig lichte zavel,m. lichte zavel,2.5,15,20,1.445,0.01,0.43265125,0.01047815,1.27799235,-1.91928931,3.00274059
90116210,Rn15C,"Kalkloze poldervaaggronden; lichte zavel, profielverloop 5",Rivierkleigronden,akkerbouw,4004,0,Kleigronden (ichte zavel) op homogene ondergrond I,357.1247819,2,Cw,0.25,0.45,209,O09,matig lichte zavel,m. lichte zavel,1.0,15,20,1.504,0.0,0.45824566,0.00971504,1.37578384,-1.01308296,3.76662698
90116210,Rn15C,"Kalkloze poldervaaggronden; lichte zavel, profielverloop 5",Rivierkleigronden,akkerbouw,4004,0,Kleigronden (ichte zavel) op homogene ondergrond I,357.1247819,3,Cg,0.45,1.2,210,O10,zware zavel,zware zavel,0.7,18,24,1.494,0.01,0.47234331,0.01004814,1.24569139,-0.79295916,2.30006721
90216210,Rn15C,"Kalkloze poldervaaggronden; lichte zavel, profielverloop 5",Rivierkleigronden,grasland,4004,0,Kleigronden (ichte zavel) op homogene ondergrond I,3687.336781,1,Ap,0.0,0.25,108,B08,matig lichte zavel,m. lichte zavel,4.0,15,20,1.388,0.01,0.43265125,0.01047815,1.27799235,-1.91928931,3.00274059
90216210,Rn15C,"Kalkloze poldervaaggronden; lichte zavel, profielverloop 5",Rivierkleigronden,grasland,4004,0,Kleigronden (ichte zavel) op homogene ondergrond I,3687.336781,2,Cw,0.25,0.45,209,O09,matig lichte zavel,m. lichte zavel,1.0,15,20,1.504,0.0,0.45824566,0.00971504,1.37578384,-1.01308296,3.76662698
90216210,Rn15C,"Kalkloze poldervaaggronden; lichte zavel, profielverloop 5",Rivierkleigronden,grasland,4004,0,Kleigronden (ichte zavel) op homogene ondergrond I,3687.336781,3,Cg,0.45,1.2,210,O10,zware zavel,zware zavel,0.7,18,24,1.494,0.01,0.47234331,0.01004814,1.24569139,-0.79295916,2.30006721
90116220,Rn95C,"Kalkloze poldervaaggronden; zware zavel en lichte klei, profielverloop 5",Rivierkleigronden,akkerbouw,4016,0,Kleigronden (zavel en lichte klei) op homogene ondergrond,1970.25134,1,Ap,0.0,0.25,109,B09,zware zavel,zware zavel,3.0,24,34,1.358,0.0,0.42953862,0.00696387,1.26717854,-2.38705852,1.74758567
90116220,Rn95C,"Kalkloze poldervaaggronden; zware zavel en lichte klei, profielverloop 5",Rivierkleigronden,akkerbouw,4016,0,Kleigronden (zavel en lichte klei) op homogene ondergrond,1970.25134,2,Cw,0.25,0.6,210,O10,zware zavel,zware zavel,1.5,24,34,1.408,0.01,0.47234331,0.01004814,1.24569139,-0.79295916,2.30006721
90116220,Rn95C,"Kalkloze poldervaaggronden; zware zavel en lichte klei, profielverloop 5",Rivierkleigronden,akkerbouw,4016,0,Kleigronden (zavel en lichte klei) op homogene ondergrond,1970.25134,3,Cg,0.6,1.2,211,O11,lichte klei,lichte klei,0.7,29,29,1.403,0.0,0.44361666,0.01431555,1.12600054,2.35713901,2.12243578
90216220,Rn95C,"Kalkloze poldervaaggronden; zware zavel en lichte klei, profielverloop 5",Rivierkleigronden,grasland,4016,0,Kleigronden (zavel en lichte klei) op homogene ondergrond,12030.69071,1,Ap1,0.0,0.1,109,B09,zware zavel,zware zavel,5.0,24,34,1.284,0.0,0.42953862,0.00696387,1.26717854,-2.38705852,1.74758567
90216220,Rn95C,"Kalkloze poldervaaggronden; zware zavel en lichte klei, profielverloop 5",Rivierkleigronden,grasland,4016,0,Kleigronden (zavel en lichte klei) op homogene ondergrond,12030.69071,2,Ap2,0.1,0.25,109,B09,zware zavel,zware zavel,3.0,24,34,1.358,0.0,0.42953862,0.00696387,1.26717854,-2.38705852,1.74758567
90216220,Rn95C,"Kalkloze poldervaaggronden; zware zavel en lichte klei, profielverloop 5",Rivierkleigronden,grasland,4016,0,Kleigronden (zavel en lichte klei) op homogene ondergrond,12030.69071,3,Cw,0.25,0.5,210,O10,zware zavel,zware zavel,1.5,24,34,1.408,0.01,0.47234331,0.01004814,1.24569139,-0.79295916,2.30006721
