CLUSTER_BOFEK,CLUSTER_DOMINANT,SOILPROFILE_INDEX,SOILPROFILE_CODE,AREA,SOIL_GROUP,LAYER,LAYER_ZBOTTOM,LAYER_STARINGCLASS,STARING_NAME,ORES,OSAT,ALFA,NPAR,KSATFIT,LEXP
2005,0,2010,kWp,8192.798734,2,7,120,19,O01,0.01,0.36584689,0.01598691,2.16275113,22.32215442,2.8679672
2005,1,2110,kWz,8214.711831,2,1,18,9,B09,0.0,0.42953862,0.00696387,1.26717854,1.74758567,-2.38705852
2005,1,2110,kWz,8214.711831,2,2,30,29,O11,0.0,0.44361666,0.01431555,1.12600054,2.12243578,2.35713901
2005,1,2110,kWz,8214.711831,2,3,60,36,O18,0.01,0.58027825,0.01265676,1.31617171,35.95127916,-0.78553413
2005,1,2110,kWz,8214.711831,2,4,120,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
2006,0,2030,vWpx,2567.447931,2,1,20,15,B15,0.01,0.52845807,0.02373064,1.28234728,87.45078892,-1.47756447
2006,0,2030,vWpx,2567.447931,2,2,35,36,O18,0.01,0.58027825,0.01265676,1.31617171,35.95127916,-0.78553413
2006,0,2030,vWpx,2567.447931,2,3,50,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
2006,0,2030,vWpx,2567.447931,2,4,65,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
2006,0,2030,vWpx,2567.447931,2,5,90,19,O01,0.01,0.36584689,0.01598691,2.16275113,22.32215442,2.8679672
2006,0,2030,vWpx,2567.447931,2,6,120,24,O06,0.01,0.33343415,0.01595936,1.28870487,32.8338987,-1.00974832
2006,0,2140,vWzx,2381.047636,2,1,20,15,B15,0.01,0.52845807,0.02373064,1.28234728,87.45078892,-1.47756447
2006,0,2140,vWzx,2381.047636,2,2,30,36,O18,0.01,0.58027825,0.01265676,1.31617171,35.95127916,-0.78553413
2006,0,2140,vWzx,2381.047636,2,3,40,25,O07,0.01,0.51312621,0.01198516,1.15301795,37.55041952,-2.01328903
2006,0,2140,vWzx,2381.047636,2,4,80,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
2006,0,2140,vWzx,2381.047636,2,5,120,24,O06,0.01,0.33343415,0.01595936,1.28870487,32.8338987,-1.00974832
2006,0,2151,fvWzt,1127.7966,2,1,20,15,B15,0.01,0.52845807,0.02373064,1.28234728,87.45078892,-1.47756447
2006,0,2151,fvWzt,1127.7966,2,2,30,36,O18,0.01,0.58027825,0.01265676,1.31617171,35.95127916,-0.78553413
2006,0,2151,fvWzt,1127.7966,2,3,45,25,O07,0.01,0.51312621,0.01198516,1.15301795,37.55041952,-2.01328903
2006,0,2151,fvWzt,1127.7966,2,4,90,19,O01,0.01,0.36584689,0.01598691,2.16275113,22.32215442,2.8679672
2006,0,2151,fvWzt,1127.7966,2,5,120,25,O07,0.01,0.51312621,0.01198516,1.15301795,37.55041952,-2.01328903
2006,0,2160,iWz,13958.31867,2,1,20,15,B15,0.01,0.52845807,0.02373064,1.28234728,87.45078892,-1.47756447
2006,0,2160,iWz,13958.31867,2,2,35,36,O18,0.01,0.58027825,0.01265676,1.31617171,35.95127916,-0.78553413
2006,0,2160,iWz,13958.31867,2,3,50,21,O03,0.01,0.33981025,0.01724264,1.70339467,12.36681012,0.0001
2006,0,2160,iWz,13958.31867,2,4,120,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
2006,1,2130,vWz,24566.82778,2,1,20,15,B15,0.01,0.52845807,0.02373064,1.28234728,87.45078892,-1.47756447
2006,1,2130,vWz,24566.82778,2,2,30,36,O18,0.01,0.58027825,0.01265676,1.31617171,35.95127916,-0.78553413
2006,1,2130,vWz,24566.82778,2,3,40,25,O07,0.01,0.51312621,0.01198516,1.15301795,37.55041952,-2.01328903
2006,1,2130,vWz,24566.82778,2,4,120,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
2007,0,2131,vWzg,936.6263981,2,1,20,15,B15,0.01,0.52845807,0.02373064,1.28234728,87.45078892,-1.47756447
2007,0,2131,vWzg,936.6263981,2,2,30,36,O18,0.01,0.58027825,0.01265676,1.31617171,35.95127916,-0.78553413
2007,0,2131,vWzg,936.6263981,2,3,40,25,O07,0.01,0.51312621,0.01198516,1.15301795,37.55041952,-2.01328903
2007,0,2131,vWzg,936.6263981,2,4,90,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
2007,0,2131,vWzg,936.6263981,2,5,120,23,O05,0.01,0.3367005,0.03030449,2.88750186,17.41850374,0.07360004
2007,0,2150,fvWz,1409.242986,2,1,20,15,B15,0.01,0.52845807,0.02373064,1.28234728,87.45078892,-1.47756447
2007,0,2150,fvWz,1409.242986,2,2,30,36,O18,0.01,0.58027825,0.01265676,1.31617171,35.95127916,-0.78553413
2007,0,2150,fvWz,1409.242986,2,3,45,25,O07,0.01,0.51312621,0.01198516,1.15301795,37.55041952,-2.01328903
2007,0,2150,fvWz,1409.242986,2,4,120,19,O01,0.01,0.36584689,0.01598691,2.16275113,22.32215442,2.8679672
2007,1,2020,vWp ,17351.28409,2,1,20,15,B15,0.01,0.52845807,0.02373064,1.28234728,87.45078892,-1.47756447
2007,1,2020,vWp ,17351.28409,2,2,35,36,O18,0.01,0.58027825,0.01265676,1.31617171,35.95127916,-0.78553413
2007,1,2020,vWp ,17351.28409,2,3,50,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
2007,1,2020,vWp ,17351.28409,2,4,65,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
2007,1,2020,vWp ,17351.28409,2,5,90,19,O01,0.01,0.36584689,0.01598691,2.16275113,22.32215442,2.8679672
2007,1,2020,vWp ,17351.28409,2,6,120,19,O01,0.01,0.36584689,0.01598691,2.16275113,22.32215442,2.8679672
3001,1,11021,Zn10Av,1593.21753,3,1,25,4,B04,0.02,0.46192638,0.01488005,1.39684954,34.88427629,0.29453599
3001,1,11021,Zn10Av,1593.21753,3,2,70,22,O04,0.01,0.36407401,0.01364178,1.48843957,25.81471467,2.17939707
3001,1,11021,Zn10Av,1593.21753,3,3,120,36,O18,0.01,0.58027825,0.01265676,1.31617171,35.95127916,-0.78553413
3002,0,10081,kpZg23g,2303.098261,3,1,15,8,B08,0.01,0.43265125,0.01047815,1.27799235,3.00274059,-1.91928931
3002,0,10081,kpZg23g,2303.098261,3,2,30,28,O10,0.01,0.47234331,0.01004814,1.24569139,2.30006721,-0.79295916
3002,0,10081,kpZg23g,2303.098261,3,3,60,21,O03,0.01,0.33981025,0.01724264,1.70339467,12.36681012,0.0001
3002,0,10081,kpZg23g,2303.098261,3,4,90,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
3002,0,10081,kpZg23g,2303.098261,3,5,120,23,O05,0.01,0.3367005,0.03030449,2.88750186,17.41850374,0.07360004
3002,0,10090,fkpZg23,8277.827766,3,1,15,8,B08,0.01,0.43265125,0.01047815,1.27799235,3.00274059,-1.91928931
3002,0,10090,fkpZg23,8277.827766,3,2,30,28,O10,0.01,0.47234331,0.01004814,1.24569139,2.30006721,-0.79295916
3002,0,10090,fkpZg23,8277.827766,3,3,60,21,O03,0.01,0.33981025,0.01724264,1.70339467,12.36681012,0.0001
3002,0,10090,fkpZg23,8277.827766,3,4,120,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
3002,0,10121,kpZn23x,1105.053075,3,1,20,8,B08,0.01,0.43265125,0.01047815,1.27799235,3.00274059,-1.91928931
3002,0,10121,kpZn23x,1105.053075,3,2,35,27,O09,0.0,0.45824566,0.00971504,1.37578384,3.76662698,-1.01308296
3002,0,10121,kpZn23x,1105.053075,3,3,50,21,O03,0.01,0.33981025,0.01724264,1.70339467,12.36681012,0.0001
3002,0,10121,kpZn23x,1105.053075,3,4,90,21,O03,0.01,0.33981025,0.01724264,1.70339467,12.36681012,0.0001
3002,0,10121,kpZn23x,1105.053075,3,5,120,24,O06,0.01,0.33343415,0.01595936,1.28870487,32.8338987,-1.00974832
3002,0,11030,kZn40A,7510.573099,3,1,30,8,B08,0.01,0.43265125,0.01047815,1.27799235,3.00274059,-1.91928931
3002,0,11030,kZn40A,7510.573099,3,2,40,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
3002,0,11030,kZn40A,7510.573099,3,3,120,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
3002,0,11031,kZn10A,1963.254417,3,1,30,8,B08,0.01,0.43265125,0.01047815,1.27799235,3.00274059,-1.91928931
3002,0,11031,kZn10A,1963.254417,3,2,120,22,O04,0.01,0.36407401,0.01364178,1.48843957,25.81471467,2.17939707
3002,0,12020,kSn13A,3717.701135,3,1,25,8,B08,0.01,0.43265125,0.01047815,1.27799235,3.00274059,-1.91928931
3002,0,12020,kSn13A,3717.701135,3,2,35,27,O09,0.0,0.45824566,0.00971504,1.37578384,3.76662698,-1.01308296
3002,0,12020,kSn13A,3717.701135,3,3,120,21,O03,0.01,0.33981025,0.01724264,1.70339467,12.36681012,0.0001
3002,1,10080,kpZg23,14649.74291,3,1,15,8,B08,0.01,0.43265125,0.01047815,1.27799235,3.00274059,-1.91928931
3002,1,10080,kpZg23,14649.74291,3,2,30,28,O10,0.01,0.47234331,0.01004814,1.24569139,2.30006721,-0.79295916
3002,1,10080,kpZg23,14649.74291,3,3,60,21,O03,0.01,0.33981025,0.01724264,1.70339467,12.36681012,0.0001
3002,1,10080,kpZg23,14649.74291,3,4,120,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
3003,0,3030,gY30,36180.7962,3,1,15,5,B05,0.01,0.38088059,0.04280723,1.80780022,63.6504027,0.02422689
3003,0,3030,gY30,36180.7962,3,2,35,23,O05,0.01,0.3367005,0.03030449,2.88750186,17.41850374,0.07360004
3003,0,3030,gY30,36180.7962,3,3,70,23,O05,0.01,0.3367005,0.03030449,2.88750186,17.41850374,0.07360004
3003,0,3030,gY30,36180.7962,3,4,120,23,O05,0.01,0.3367005,0.03030449,2.88750186,17.41850374,0.07360004
3003,0,10260,Zd30,7352.356246,3,1,5,5,B05,0.01,0.38088059,0.04280723,1.80780022,63.6504027,0.02422689
3003,0,10260,Zd30,7352.356246,3,2,120,23,O05,0.01,0.3367005,0.03030449,2.88750186,17.41850374,0.07360004
3003,0,11060,Zn30A,3764.63088,3,1,120,23,O05,0.01,0.3367005,0.03030449,2.88750186,17.41850374,0.07360004
3003,0,11061,Zn30Ab,888.017165,3,1,5,5,B05,0.01,0.38088059,0.04280723,1.80780022,63.6504027,0.02422689
3003,0,11061,Zn30Ab,888.017165,3,2,40,23,O05,0.01,0.3367005,0.03030449,2.88750186,17.41850374,0.07360004
3003,0,11061,Zn30Ab,888.017165,3,3,120,23,O05,0.01,0.3367005,0.03030449,2.88750186,17.41850374,0.07360004
3003,0,9024080,Hn30,3149.061105,3,1,8,5,B05,0.01,0.38088059,0.04280723,1.80780022,63.6504027,0.02422689
3003,0,9024080,Hn30,3149.061105,3,2,22,23,O05,0.01,0.3367005,0.03030449,2.88750186,17.41850374,0.07360004
3003,0,9024080,Hn30,3149.061105,3,3,30,23,O05,0.01,0.3367005,0.03030449,2.88750186,17.41850374,0.07360004
3003,0,9024080,Hn30,3149.061105,3,4,40,23,O05,0.01,0.3367005,0.03030449,2.88750186,17.41850374,0.07360004
3003,0,9024080,Hn30,3149.061105,3,5,120,23,O05,0.01,0.3367005,0.03030449,2.88750186,17.41850374,0.07360004
3003,1,4160,gHd30,38789.44514,3,1,8,5,B05,0.01,0.38088059,0.04280723,1.80780022,63.6504027,0.02422689
3003,1,4160,gHd30,38789.44514,3,2,15,23,O05,0.01,0.3367005,0.03030449,2.88750186,17.41850374,0.07360004
3003,1,4160,gHd30,38789.44514,3,3,30,23,O05,0.01,0.3367005,0.03030449,2.88750186,17.41850374,0.07360004
3003,1,4160,gHd30,38789.44514,3,4,60,23,O05,0.01,0.3367005,0.03030449,2.88750186,17.41850374,0.07360004
3003,1,4160,gHd30,38789.44514,3,5,120,23,O05,0.01,0.3367005,0.03030449,2.88750186,17.41850374,0.07360004
3004,0,4060,Hn23g,3349.806947,3,1,20,3,B03,0.02,0.44279037,0.0149925,1.50488028,19.07723673,0.13920935
3004,0,4060,Hn23g,3349.806947,3,2,40,21,O03,0.01,0.33981025,0.01724264,1.70339467,12.36681012,0.0001
3004,0,4060,Hn23g,3349.806947,3,3,55,21,O03,0.01,0.33981025,0.01724264,1.70339467,12.36681012,0.0001
3004,0,4060,Hn23g,3349.806947,3,4,110,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
3004,0,4060,Hn23g,3349.806947,3,5,120,23,O05,0.01,0.3367005,0.03030449,2.88750186,17.41850374,0.07360004
3004,0,10070,fpZg23,9759.833263,3,1,15,3,B03,0.02,0.44279037,0.0149925,1.50488028,19.07723673,0.13920935
3004,0,10070,fpZg23,9759.833263,3,2,30,21,O03,0.01,0.33981025,0.01724264,1.70339467,12.36681012,0.0001
3004,0,10070,fpZg23,9759.833263,3,3,60,21,O03,0.01,0.33981025,0.01724264,1.70339467,12.36681012,0.0001
3004,0,10070,fpZg23,9759.833263,3,4,120,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
3004,0,10071,fpZg23g,2544.679097,3,1,15,3,B03,0.02,0.44279037,0.0149925,1.50488028,19.07723673,0.13920935
3004,0,10071,fpZg23g,2544.679097,3,2,30,21,O03,0.01,0.33981025,0.01724264,1.70339467,12.36681012,0.0001
3004,0,10071,fpZg23g,2544.679097,3,3,60,21,O03,0.01,0.33981025,0.01724264,1.70339467,12.36681012,0.0001
3004,0,10071,fpZg23g,2544.679097,3,4,100,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
3004,0,10071,fpZg23g,2544.679097,3,5,120,23,O05,0.01,0.3367005,0.03030449,2.88750186,17.41850374,0.07360004
3004,0,10130,pZn23,27213.70143,3,1,25,3,B03,0.02,0.44279037,0.0149925,1.50488028,19.07723673,0.13920935
3004,0,10130,pZn23,27213.70143,3,2,40,21,O03,0.01,0.33981025,0.01724264,1.70339467,12.36681012,0.0001
3004,0,10130,pZn23,27213.70143,3,3,120,21,O03,0.01,0.33981025,0.01724264,1.70339467,12.36681012,0.0001
3004,0,10200,Zn23,9905.146714,3,1,15,3,B03,0.02,0.44279037,0.0149925,1.50488028,19.07723673,0.13920935
3004,0,10200,Zn23,9905.146714,3,2,35,21,O03,0.01,0.33981025,0.01724264,1.70339467,12.36681012,0.0001
3004,0,10200,Zn23,9905.146714,3,3,60,21,O03,0.01,0.33981025,0.01724264,1.70339467,12.36681012,0.0001
3004,0,10200,Zn23,9905.146714,3,4,120,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
3004,0,12010,Sn13A,3563.862909,3,1,25,3,B03,0.02,0.44279037,0.0149925,1.50488028,19.07723673,0.13920935
3004,0,12010,Sn13A,3563.862909,3,2,120,21,O03,0.01,0.33981025,0.01724264,1.70339467,12.36681012,0.0001
3004,0,9023020,Y23,2006.88008,3,1,13,3,B03,0.02,0.44279037,0.0149925,1.50488028,19.07723673,0.13920935
3004,0,9023020,Y23,2006.88008,3,2,35,21,O03,0.01,0.33981025,0.01724264,1.70339467,12.36681012,0.0001
3004,0,9023020,Y23,2006.88008,3,3,70,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
3004,0,9023020,Y23,2006.88008,3,4,120,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
3004,0,9034050,Hn23,5907.645086,3,1,8,3,B03,0.02,0.44279037,0.0149925,1.50488028,19.07723673,0.13920935
3004,0,9034050,Hn23,5907.645086,3,2,25,21,O03,0.01,0.33981025,0.01724264,1.70339467,12.36681012,0.0001
3004,0,9034050,Hn23,5907.645086,3,3,40,21,O03,0.01,0.33981025,0.01724264,1.70339467,12.36681012,0.0001
3004,0,9034050,Hn23,5907.645086,3,4,120,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
3004,0,90110280,Zb23,3999.3219,3,1,20,3,B03,0.02,0.44279037,0.0149925,1.50488028,19.07723673,0.13920935
3004,0,90110280,Zb23,3999.3219,3,2,40,21,O03,0.01,0.33981025,0.01724264,1.70339467,12.36681012,0.0001
3004,0,90110280,Zb23,3999.3219,3,3,70,21,O03,0.01,0.33981025,0.01724264,1.70339467,12.36681012,0.0001
3004,0,90110280,Zb23,3999.3219,3,4,120,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
3004,0,90210280,Zb23,2772.217316,3,1,8,3,B03,0.02,0.44279037,0.0149925,1.50488028,19.07723673,0.13920935
3004,0,90210280,Zb23,2772.217316,3,2,15,21,O03,0.01,0.33981025,0.01724264,1.70339467,12.36681012,0.0001
3004,0,90210280,Zb23,2772.217316,3,3,30,21,O03,0.01,0.33981025,0.01724264,1.70339467,12.36681012,0.0001
3004,0,90210280,Zb23,2772.217316,3,4,70,21,O03,0.01,0.33981025,0.01724264,1.70339467,12.36681012,0.0001
3004,0,90210280,Zb23,2772.217316,3,5,120,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
3004,1,9024050,Hn23,49912.38748,3,1,20,3,B03,0.02,0.44279037,0.0149925,1.50488028,19.07723673,0.13920935
3004,1,9024050,Hn23,49912.38748,3,2,40,21,O03,0.01,0.33981025,0.01724264,1.70339467,12.36681012,0.0001
3004,1,9024050,Hn23,49912.38748,3,3,55,21,O03,0.01,0.33981025,0.01724264,1.70339467,12.36681012,0.0001
3004,1,9024050,Hn23,49912.38748,3,4,120,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
3005,0,8020,EZg23,4947.00665,3,1,20,3,B03,0.02,0.44279037,0.0149925,1.50488028,19.07723673,0.13920935
3005,0,8020,EZg23,4947.00665,3,2,50,3,B03,0.02,0.44279037,0.0149925,1.50488028,19.07723673,0.13920935
3005,0,8020,EZg23,4947.00665,3,3,70,3,B03,0.02,0.44279037,0.0149925,1.50488028,19.07723673,0.13920935
3005,0,8020,EZg23,4947.00665,3,4,120,21,O03,0.01,0.33981025,0.01724264,1.70339467,12.36681012,0.0001
3005,0,8100,zEZ23x,3833.800735,3,1,25,3,B03,0.02,0.44279037,0.0149925,1.50488028,19.07723673,0.13920935
3005,0,8100,zEZ23x,3833.800735,3,2,65,3,B03,0.02,0.44279037,0.0149925,1.50488028,19.07723673,0.13920935
3005,0,8100,zEZ23x,3833.800735,3,3,90,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
3005,0,8100,zEZ23x,3833.800735,3,4,120,24,O06,0.01,0.33343415,0.01595936,1.28870487,32.8338987,-1.00974832
3005,0,11020,Zn10A,3665.550586,3,1,25,4,B04,0.02,0.46192638,0.01488005,1.39684954,34.88427629,0.29453599
3005,0,11020,Zn10A,3665.550586,3,2,120,22,O04,0.01,0.36407401,0.01364178,1.48843957,25.81471467,2.17939707
3005,0,9018040,bEZ23,6024.402337,3,1,25,3,B03,0.02,0.44279037,0.0149925,1.50488028,19.07723673,0.13920935
3005,0,9018040,bEZ23,6024.402337,3,2,65,3,B03,0.02,0.44279037,0.0149925,1.50488028,19.07723673,0.13920935
3005,0,9018040,bEZ23,6024.402337,3,3,80,3,B03,0.02,0.44279037,0.0149925,1.50488028,19.07723673,0.13920935
3005,0,9018040,bEZ23,6024.402337,3,4,95,21,O03,0.01,0.33981025,0.01724264,1.70339467,12.36681012,0.0001
3005,0,9018040,bEZ23,6024.402337,3,5,120,21,O03,0.01,0.33981025,0.01724264,1.70339467,12.36681012,0.0001
3005,0,9018090,zEZ23,17415.59714,3,1,25,3,B03,0.02,0.44279037,0.0149925,1.50488028,19.07723673,0.13920935
3005,0,9018090,zEZ23,17415.59714,3,2,70,3,B03,0.02,0.44279037,0.0149925,1.50488028,19.07723673,0.13920935
3005,0,9018090,zEZ23,17415.59714,3,3,90,3,B03,0.02,0.44279037,0.0149925,1.50488028,19.07723673,0.13920935
3005,0,9018090,zEZ23,17415.59714,3,4,110,21,O03,0.01,0.33981025,0.01724264,1.70339467,12.36681012,0.0001
3005,0,9018090,zEZ23,17415.59714,3,5,120,21,O03,0.01,0.33981025,0.01724264,1.70339467,12.36681012,0.0001
3005,0,9028040,bEZ23,15335.33383,3,1,25,3,B03,0.02,0.44279037,0.0149925,1.50488028,19.07723673,0.13920935
3005,0,9028040,bEZ23,15335.33383,3,2,65,3,B03,0.02,0.44279037,0.0149925,1.50488028,19.07723673,0.13920935
3005,0,9028040,bEZ23,15335.33383,3,3,80,3,B03,0.02,0.44279037,0.0149925,1.50488028,19.07723673,0.13920935
3005,0,9028040,bEZ23,15335.33383,3,4,95,21,O03,0.01,0.33981025,0.01724264,1.70339467,12.36681012,0.0001
3005,0,9028040,bEZ23,15335.33383,3,5,120,21,O03,0.01,0.33981025,0.01724264,1.70339467,12.36681012,0.0001
3005,1,9028090,zEZ23,44261.74806,3,1,25,3,B03,0.02,0.44279037,0.0149925,1.50488028,19.07723673,0.13920935
3005,1,9028090,zEZ23,44261.74806,3,2,70,3,B03,0.02,0.44279037,0.0149925,1.50488028,19.07723673,0.13920935
3005,1,9028090,zEZ23,44261.74806,3,3,90,3,B03,0.02,0.44279037,0.0149925,1.50488028,19.07723673,0.13920935
3005,1,9028090,zEZ23,44261.74806,3,4,110,21,O03,0.01,0.33981025,0.01724264,1.70339467,12.36681012,0.0001
3005,1,9028090,zEZ23,44261.74806,3,5,120,21,O03,0.01,0.33981025,0.01724264,1.70339467,12.36681012,0.0001
3006,0,3070,gcY30,2520.460003,3,1,25,5,B05,0.01,0.38088059,0.04280723,1.80780022,63.6504027,0.02422689
3006,0,3070,gcY30,2520.460003,3,2,40,5,B05,0.01,0.38088059,0.04280723,1.80780022,63.6504027,0.02422689
3006,0,3070,gcY30,2520.460003,3,3,55,23,O05,0.01,0.3367005,0.03030449,2.88750186,17.41850374,0.07360004
3006,0,3070,gcY30,2520.460003,3,4,80,23,O05,0.01,0.3367005,0.03030449,2.88750186,17.41850374,0.07360004
3006,0,3070,gcY30,2520.460003,3,5,120,23,O05,0.01,0.3367005,0.03030449,2.88750186,17.41850374,0.07360004
3006,0,8050,bEZ30,4356.694154,3,1,25,5,B05,0.01,0.38088059,0.04280723,1.80780022,63.6504027,0.02422689
3006,0,8050,bEZ30,4356.694154,3,2,70,5,B05,0.01,0.38088059,0.04280723,1.80780022,63.6504027,0.02422689
3006,0,8050,bEZ30,4356.694154,3,3,85,23,O05,0.01,0.3367005,0.03030449,2.88750186,17.41850374,0.07360004
3006,0,8050,bEZ30,4356.694154,3,4,120,23,O05,0.01,0.3367005,0.03030449,2.88750186,17.41850374,0.07360004
3006,0,8110,zEZ30g,4413.9951,3,1,25,5,B05,0.01,0.38088059,0.04280723,1.80780022,63.6504027,0.02422689
3006,0,8110,zEZ30g,4413.9951,3,2,60,5,B05,0.01,0.38088059,0.04280723,1.80780022,63.6504027,0.02422689
3006,0,8110,zEZ30g,4413.9951,3,3,90,23,O05,0.01,0.3367005,0.03030449,2.88750186,17.41850374,0.07360004
3006,0,8110,zEZ30g,4413.9951,3,4,120,23,O05,0.01,0.3367005,0.03030449,2.88750186,17.41850374,0.07360004
3006,0,10170,pZn30,2969.594763,3,1,20,5,B05,0.01,0.38088059,0.04280723,1.80780022,63.6504027,0.02422689
3006,0,10170,pZn30,2969.594763,3,2,70,23,O05,0.01,0.3367005,0.03030449,2.88750186,17.41850374,0.07360004
3006,0,10170,pZn30,2969.594763,3,3,120,23,O05,0.01,0.3367005,0.03030449,2.88750186,17.41850374,0.07360004
3006,0,10230,Zn30,5410.288621,3,1,20,5,B05,0.01,0.38088059,0.04280723,1.80780022,63.6504027,0.02422689
3006,0,10230,Zn30,5410.288621,3,2,30,23,O05,0.01,0.3367005,0.03030449,2.88750186,17.41850374,0.07360004
3006,0,10230,Zn30,5410.288621,3,3,120,23,O05,0.01,0.3367005,0.03030449,2.88750186,17.41850374,0.07360004
3006,0,10290,Zb30,4054.694984,3,1,20,5,B05,0.01,0.38088059,0.04280723,1.80780022,63.6504027,0.02422689
3006,0,10290,Zb30,4054.694984,3,2,35,23,O05,0.01,0.3367005,0.03030449,2.88750186,17.41850374,0.07360004
3006,0,10290,Zb30,4054.694984,3,3,80,23,O05,0.01,0.3367005,0.03030449,2.88750186,17.41850374,0.07360004
3006,0,10290,Zb30,4054.694984,3,4,120,23,O05,0.01,0.3367005,0.03030449,2.88750186,17.41850374,0.07360004
3006,1,9014080,Hn30,6892.978052,3,1,20,5,B05,0.01,0.38088059,0.04280723,1.80780022,63.6504027,0.02422689
3006,1,9014080,Hn30,6892.978052,3,2,45,23,O05,0.01,0.3367005,0.03030449,2.88750186,17.41850374,0.07360004
3006,1,9014080,Hn30,6892.978052,3,3,120,23,O05,0.01,0.3367005,0.03030449,2.88750186,17.41850374,0.07360004
3007,0,3040,cY21,2648.83107,3,1,25,2,B02,0.02,0.43387803,0.02164487,1.34877009,83.24163508,7.20207718
3007,0,3040,cY21,2648.83107,3,2,40,2,B02,0.02,0.43387803,0.02164487,1.34877009,83.24163508,7.20207718
3007,0,3040,cY21,2648.83107,3,3,60,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
3007,0,3040,cY21,2648.83107,3,4,80,19,O01,0.01,0.36584689,0.01598691,2.16275113,22.32215442,2.8679672
3007,0,3040,cY21,2648.83107,3,5,120,19,O01,0.01,0.36584689,0.01598691,2.16275113,22.32215442,2.8679672
3007,0,4100,cHn21g,4210.122591,3,1,25,2,B02,0.02,0.43387803,0.02164487,1.34877009,83.24163508,7.20207718
3007,0,4100,cHn21g,4210.122591,3,2,40,2,B02,0.02,0.43387803,0.02164487,1.34877009,83.24163508,7.20207718
3007,0,4100,cHn21g,4210.122591,3,3,55,19,O01,0.01,0.36584689,0.01598691,2.16275113,22.32215442,2.8679672
3007,0,4100,cHn21g,4210.122591,3,4,90,19,O01,0.01,0.36584689,0.01598691,2.16275113,22.32215442,2.8679672
3007,0,4100,cHn21g,4210.122591,3,5,120,23,O05,0.01,0.3367005,0.03030449,2.88750186,17.41850374,0.07360004
3007,0,4170,cHd21,2762.203737,3,1,25,2,B02,0.02,0.43387803,0.02164487,1.34877009,83.24163508,7.20207718
3007,0,4170,cHd21,2762.203737,3,2,35,2,B02,0.02,0.43387803,0.02164487,1.34877009,83.24163508,7.20207718
3007,0,4170,cHd21,2762.203737,3,3,50,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
3007,0,4170,cHd21,2762.203737,3,4,65,20,O02,0.02,0.3870639,0.01608317,1.52441823,22.76175599,2.43966226
3007,0,4170,cHd21,2762.203737,3,5,120,19,O01,0.01,0.36584689,0.01598691,2.16275113,22.32215442,2.8679672
3007,0,8010,EZg21,2106.494038,3,1,15,2,B02,0.02,0.43387803,0.02164487,1.34877009,83.24163508,7.20207718
3007,0,8010,EZg21,2106.494038,3,2,50,2,B02,0.02,0.43387803,0.02164487,1.34877009,83.24163508,7.20207718
3007,0,8010,EZg21,2106.494038,3,3,70,2,B02,0.02,0.43387803,0.02164487,1.34877009,83.24163508,7.20207718
3007,0,8010,EZg21,2106.494038,3,4,120,19,O01,0.01,0.36584689,0.01598691,2.16275113,22.32215442,2.8679672
3007,0,10014,pZg21w,1186.107822,3,1,20,1,B01,0.02,0.42749391,0.02165898,1.73473668,31.22501566,0.98087016
3007,0,10014,pZg21w,1186.107822,3,2,30,1,B01,0.02,0.42749391,0.02165898,1.73473668,31.22501566,0.98087016
