* Project:       zegveld
* File content:  specified output data of SWAP
* File name:     .\result_output.csv
* Model version: Swap 4.2.0
* Generated at:  2024-08-01 16:00:34
* (d),(cm),(cm),(kg/ha),(kg/ha),(kg/ha),(kg/ha)
DATETIME,TREDDRY,TREDWET,PGRASSDM,GRASSDM,PMOWDM,MOWDM
2000-10-01,0.,0.,700.00000,1968.91525,1.88022E+04,1.07407E+04
2000-10-02,0.,.03185,700.00000,1980.19696,1.88022E+04,1.07407E+04
2000-10-03,0.,.02895,732.61578,2000.91354,1.88022E+04,1.07407E+04
2000-10-04,0.,.00351,740.43863,2003.04390,1.88022E+04,1.07407E+04
2000-10-05,0.,.03097,771.21127,700.00000,1.88022E+04,1.20438E+04
2000-10-06,0.,.00094,810.58087,700.00000,1.88022E+04,1.20438E+04
2000-10-07,0.,.00818,856.30256,730.55371,1.88022E+04,1.20438E+04
2000-10-08,0.,0.,863.57998,730.55371,1.88022E+04,1.20438E+04
2000-10-09,0.,.02388,909.45646,740.43123,1.88022E+04,1.20438E+04
2000-10-10,0.,.03495,942.60417,740.43123,1.88022E+04,1.20438E+04
2000-10-11,0.,.04387,978.95282,740.43123,1.88022E+04,1.20438E+04
2000-10-12,0.,.03352,1027.91116,743.39051,1.88022E+04,1.20438E+04
2000-10-13,0.,.01793,1079.09593,757.55967,1.88022E+04,1.20438E+04
2000-10-14,0.,.00474,1102.45636,765.75397,1.88022E+04,1.20438E+04
2000-10-15,0.,.00226,1123.78719,772.93741,1.88022E+04,1.20438E+04
2000-10-16,0.,.00935,1132.78800,772.93741,1.88022E+04,1.20438E+04
2000-10-17,0.,.01778,1184.28518,783.85222,1.88022E+04,1.20438E+04
2000-10-18,0.,.00648,1208.50559,788.02829,1.88022E+04,1.20438E+04
2000-10-19,0.,.01750,1255.59953,788.02829,1.88022E+04,1.20438E+04
2000-10-20,0.,.01473,1306.27214,797.48855,1.88022E+04,1.20438E+04
2000-10-21,0.,.01406,1346.17328,804.97777,1.88022E+04,1.20438E+04
2000-10-22,0.,.00790,1394.70155,818.73070,1.88022E+04,1.20438E+04
2000-10-23,0.,.02261,1439.59599,818.73070,1.88022E+04,1.20438E+04
2000-10-24,0.,.01867,1460.19904,818.73070,1.88022E+04,1.20438E+04
2000-10-25,0.,.01487,1469.10489,818.73070,1.88022E+04,1.20438E+04
2000-10-26,0.,.01243,1520.51243,820.17724,1.88022E+04,1.20438E+04
2000-10-27,0.,1.00118E-10,1523.07859,820.17724,1.88022E+04,1.20438E+04
2000-10-28,0.,.00434,1525.66800,820.17724,1.88022E+04,1.20438E+04
2000-10-29,0.,.02147,1570.22741,820.78699,1.88022E+04,1.20438E+04
2000-10-30,0.,.00048,1570.22741,820.78699,1.88022E+04,1.20438E+04
2000-10-31,0.,.01518,1587.83209,820.78699,1.88022E+04,1.20438E+04
2000-11-01,0.,.00608,1602.77034,820.78699,1.88022E+04,1.20438E+04
2000-11-02,0.,.01019,1627.71488,820.78699,1.88022E+04,1.20438E+04
2000-11-03,0.,.01026,1674.41111,825.28630,1.88022E+04,1.20438E+04
2000-11-04,0.,.00432,1719.97263,828.95485,1.88022E+04,1.20438E+04
2000-11-05,0.,.00515,1765.94174,836.23224,1.88022E+04,1.20438E+04
2000-11-06,0.,.01531,1792.49777,836.23224,1.88022E+04,1.20438E+04
2000-11-07,0.,.00304,1801.53867,836.23224,1.88022E+04,1.20438E+04
2000-11-08,0.,.00167,1807.96951,836.23224,1.88022E+04,1.20438E+04
2000-11-09,0.,1.00780E-10,1815.15827,836.23224,1.88022E+04,1.20438E+04
2000-11-10,0.,.00245,1832.58952,836.23224,1.88022E+04,1.20438E+04
2000-11-11,0.,.00879,1857.24712,836.31998,1.88022E+04,1.20438E+04
2000-11-12,0.,.00020,1857.24712,836.31998,1.88022E+04,1.20438E+04
2000-11-13,0.,.00434,1882.95447,836.77301,1.88022E+04,1.20438E+04
2000-11-14,0.,.00159,700.00000,840.30627,1.99852E+04,1.20438E+04
2000-11-15,0.,0.,700.00000,840.30627,1.99852E+04,1.20438E+04
2000-11-16,0.,.00256,708.19273,840.30627,1.99852E+04,1.20438E+04
2000-11-17,0.,0.,729.09716,840.30627,1.99852E+04,1.20438E+04
2000-11-18,0.,.00160,749.19654,700.00000,1.99852E+04,1.21841E+04
2000-11-19,0.,.00020,756.16945,700.00000,1.99852E+04,1.21841E+04
2000-11-20,0.,4.28746E-07,762.62578,706.08388,1.99852E+04,1.21841E+04
2000-11-21,0.,.00949,770.20218,706.08388,1.99852E+04,1.21841E+04
2000-11-22,0.,.01455,787.63742,712.22672,1.99852E+04,1.21841E+04
2000-11-23,0.,0.,790.74123,712.22672,1.99852E+04,1.21841E+04
2000-11-24,0.,.00719,806.08537,716.82051,1.99852E+04,1.21841E+04
2000-11-25,0.,.00962,819.85292,716.82051,1.99852E+04,1.21841E+04
2000-11-26,0.,.00633,831.51241,716.82051,1.99852E+04,1.21841E+04
2000-11-27,0.,.00052,853.01488,721.44899,1.99852E+04,1.21841E+04
2000-11-28,0.,.00324,856.94694,721.44899,1.99852E+04,1.21841E+04
2000-11-29,0.,.01042,874.84749,724.24146,1.99852E+04,1.21841E+04
2000-11-30,0.,.00374,897.78216,731.23796,1.99852E+04,1.21841E+04
2000-12-01,0.,.00969,906.76366,731.95559,1.99852E+04,1.21841E+04
2000-12-02,0.,.00031,918.37258,732.90691,1.99852E+04,1.21841E+04
2000-12-03,0.,0.,937.50760,732.90691,1.99852E+04,1.21841E+04
2000-12-04,0.,.00770,949.16120,733.98482,1.99852E+04,1.21841E+04
2000-12-05,0.,.00732,968.80401,738.99192,1.99852E+04,1.21841E+04
2000-12-06,0.,.00226,977.47514,738.99192,1.99852E+04,1.21841E+04
2000-12-07,0.,.00141,990.73375,739.75216,1.99852E+04,1.21841E+04
2000-12-08,0.,.01524,1001.37614,739.86313,1.99852E+04,1.21841E+04
2000-12-09,0.,.00698,1017.37054,743.85132,1.99852E+04,1.21841E+04
2000-12-10,0.,.01168,1018.97922,743.85132,1.99852E+04,1.21841E+04
2000-12-11,0.,.01446,1029.00515,743.85132,1.99852E+04,1.21841E+04
2000-12-12,0.,7.65961E-05,1029.00515,743.85132,1.99852E+04,1.21841E+04
2000-12-13,0.,.02197,1033.40425,743.85132,1.99852E+04,1.21841E+04
2000-12-14,0.,.00734,1046.72174,743.85132,1.99852E+04,1.21841E+04
2000-12-15,0.,.00194,1056.83801,743.85132,1.99852E+04,1.21841E+04
2000-12-16,0.,1.01000E-10,1063.92170,743.85132,1.99852E+04,1.21841E+04
2000-12-17,0.,0.,1083.34093,745.28312,1.99852E+04,1.21841E+04
2000-12-18,0.,.00090,1088.16344,745.76232,1.99852E+04,1.21841E+04
2000-12-19,0.,.00123,1104.68225,749.13008,1.99852E+04,1.21841E+04
2000-12-20,0.,.00237,1109.64081,750.03523,1.99852E+04,1.21841E+04
2000-12-21,0.,0.,1109.64081,750.03523,1.99852E+04,1.21841E+04
2000-12-22,0.,0.,1109.64081,750.03523,1.99852E+04,1.21841E+04
2000-12-23,0.,0.,1109.64081,750.03523,1.99852E+04,1.21841E+04
2000-12-24,0.,0.,1109.64081,750.03523,1.99852E+04,1.21841E+04
2000-12-25,0.,6.11169E-05,1109.64081,750.03523,1.99852E+04,1.21841E+04
2000-12-26,0.,4.94051E-06,1109.64081,750.03523,1.99852E+04,1.21841E+04
2000-12-27,0.,0.,1109.64081,750.03523,1.99852E+04,1.21841E+04
2000-12-28,0.,8.40011E-05,700.00000,750.03523,2.03948E+04,1.21841E+04
2000-12-29,0.,4.97347E-06,700.00000,750.03523,2.03948E+04,1.21841E+04
2000-12-30,0.,0.,700.00000,750.03523,2.03948E+04,1.21841E+04
2000-12-31,0.,1.58228E-05,700.00000,750.03523,2.03948E+04,1.21841E+04
2001-01-01,0.,2.00785E-05,700.00000,700.00000,0.,0.
2001-01-02,0.,.00417,700.00000,700.00000,0.,0.
2001-01-03,0.,.00267,700.00000,700.00000,0.,0.
2001-01-04,0.,.00048,700.00000,700.00000,0.,0.
2001-01-05,0.,6.95041E-06,700.00000,700.00000,0.,0.
2001-01-06,0.,.00088,700.00000,700.00000,0.,0.
2001-01-07,0.,.00019,700.00000,700.00000,0.,0.
2001-01-08,0.,0.,700.00000,700.00000,0.,0.
2001-01-09,0.,0.,700.00000,700.00000,0.,0.
2001-01-10,0.,0.,700.00000,700.00000,0.,0.
2001-01-11,0.,0.,700.00000,700.00000,0.,0.
2001-01-12,0.,0.,700.00000,700.00000,0.,0.
2001-01-13,0.,0.,700.00000,700.00000,0.,0.
2001-01-14,0.,0.,700.00000,700.00000,0.,0.
2001-01-15,0.,0.,700.00000,700.00000,0.,0.
2001-01-16,0.,0.,700.00000,700.00000,0.,0.
2001-01-17,0.,0.,700.00000,700.00000,0.,0.
2001-01-18,0.,0.,700.00000,700.00000,0.,0.
2001-01-19,0.,0.,700.00000,700.00000,0.,0.
2001-01-20,0.,0.,700.00000,700.00000,0.,0.
2001-01-21,0.,0.,700.00000,700.00000,0.,0.
2001-01-22,0.,0.,700.00000,700.00000,0.,0.
2001-01-23,0.,.00100,700.00000,700.00000,0.,0.
2001-01-24,0.,.00262,700.00000,700.00000,0.,0.
2001-01-25,0.,.00025,700.00000,700.00000,0.,0.
2001-01-26,0.,.00022,700.00000,700.00000,0.,0.
2001-01-27,0.,.00015,700.00000,700.00000,0.,0.
2001-01-28,0.,0.,700.00000,700.00000,0.,0.
2001-01-29,0.,0.,700.00000,700.00000,0.,0.
2001-01-30,0.,0.,700.00000,700.00000,0.,0.
2001-01-31,0.,0.,700.00000,700.00000,0.,0.
2001-02-01,0.,0.,700.00000,700.00000,0.,0.
2001-02-02,0.,0.,700.00000,700.00000,0.,0.
2001-02-03,0.,0.,700.00000,700.00000,0.,0.
2001-02-04,0.,0.,700.00000,700.00000,0.,0.
2001-02-05,0.,0.,700.00000,700.00000,0.,0.
2001-02-06,0.,.01286,700.00000,700.00000,0.,0.
2001-02-07,0.,.01121,700.00000,700.00000,0.,0.
2001-02-08,0.,.02261,700.00000,700.00000,0.,0.
2001-02-09,0.,.00850,700.00000,700.00000,0.,0.
2001-02-10,0.,.00018,700.00000,700.00000,0.,0.
2001-02-11,0.,0.,700.00000,700.00000,0.,0.
2001-02-12,0.,.00466,700.00000,700.00000,0.,0.
2001-02-13,0.,0.,700.00000,700.00000,0.,0.
2001-02-14,0.,0.,700.00000,700.00000,0.,0.
2001-02-15,0.,0.,700.00000,700.00000,0.,0.
2001-02-16,0.,0.,700.00000,700.00000,0.,0.
2001-02-17,0.,0.,700.00000,700.00000,0.,0.
2001-02-18,0.,0.,700.00000,700.00000,0.,0.
2001-02-19,0.,2.00942E-05,700.00000,700.00000,0.,0.
2001-02-20,0.,0.,700.00000,700.00000,0.,0.
2001-02-21,0.,.00154,701.55450,700.52111,0.,0.
2001-02-22,0.,.00334,710.53575,706.21173,0.,0.
2001-02-23,0.,.00184,722.37274,714.95162,0.,0.
2001-02-24,0.,.00146,722.37274,714.95162,0.,0.
2001-02-25,0.,.00240,722.97333,714.95162,0.,0.
2001-02-26,0.,0.,722.97333,714.95162,0.,0.
2001-02-27,0.,0.,722.97333,714.95162,0.,0.
2001-02-28,0.,0.,722.97333,714.95162,0.,0.
2001-03-01,0.,0.,722.97333,714.95162,0.,0.
2001-03-02,0.,0.,722.97333,714.95162,0.,0.
2001-03-03,0.,0.,722.97333,714.95162,0.,0.
2001-03-04,0.,0.,722.97333,714.95162,0.,0.
2001-03-05,0.,0.,722.97333,714.95162,0.,0.
2001-03-06,0.,0.,722.97333,714.95162,0.,0.
2001-03-07,0.,.00226,722.97333,714.95162,0.,0.
2001-03-08,0.,.00047,722.97333,714.95162,0.,0.
2001-03-09,0.,8.47801E-06,724.38152,715.83164,0.,0.
2001-03-10,0.,7.93957E-07,731.42402,715.83164,0.,0.
2001-03-11,0.,.00804,748.18976,715.83164,0.,0.
2001-03-12,0.,.02442,801.51409,730.50123,0.,0.
2001-03-13,0.,.00371,829.34363,746.28313,0.,0.
2001-03-14,0.,0.,874.24869,778.00630,0.,0.
2001-03-15,0.,0.,923.78818,813.05020,0.,0.
2001-03-16,0.,0.,959.45101,838.12661,0.,0.
2001-03-17,0.,.00217,965.90746,839.59755,0.,0.
2001-03-18,0.,0.,974.43904,839.59755,0.,0.
2001-03-19,0.,.01511,987.88507,841.93372,0.,0.
2001-03-20,0.,0.,988.89654,842.44197,0.,0.
2001-03-21,0.,.00063,988.89654,842.44197,0.,0.
2001-03-22,0.,0.,988.89654,842.44197,0.,0.
2001-03-23,0.,0.,988.89654,842.44197,0.,0.
2001-03-24,0.,.01692,992.90158,842.69210,0.,0.
2001-03-25,0.,0.,992.90158,842.69210,0.,0.
2001-03-26,0.,0.,1003.52970,849.04590,0.,0.
2001-03-27,0.,0.,1019.98435,859.02544,0.,0.
2001-03-28,0.,3.67594E-05,1042.41161,872.75480,0.,0.
2001-03-29,0.,.00151,1059.64722,872.75480,0.,0.
2001-03-30,0.,.00446,1085.25839,884.97469,0.,0.
2001-03-31,0.,0.,1110.14362,899.34646,0.,0.
2001-04-01,0.,0.,1144.32481,919.18805,0.,0.
2001-04-02,0.,0.,1221.50329,965.80944,0.,0.
2001-04-03,0.,0.,1313.63941,1020.76785,0.,0.
2001-04-04,0.,.01347,1367.58103,1042.92454,0.,0.
2001-04-05,0.,.05335,1454.41139,1042.92454,0.,0.
2001-04-06,0.,.04254,1537.72606,1042.92454,0.,0.
2001-04-07,0.,.03222,1641.22431,1059.92911,0.,0.
2001-04-08,0.,.01511,1721.13650,1077.76271,0.,0.
2001-04-09,0.,.00034,1767.80262,1099.37061,0.,0.
2001-04-10,0.,.00028,1877.74066,1150.00292,0.,0.
2001-04-11,0.,.01541,2001.07860,1192.67840,0.,0.
2001-04-12,0.,0.,2126.36006,1251.08717,0.,0.
2001-04-13,0.,0.,2239.46383,1304.54410,0.,0.
2001-04-14,0.,.02893,2291.73480,1311.88343,0.,0.
2001-04-15,0.,.02217,2335.87908,1314.90028,0.,0.
2001-04-16,0.,.03773,2397.17248,1314.90028,0.,0.
2001-04-17,0.,.00844,2430.47191,1326.66081,0.,0.
2001-04-18,0.,.04178,2470.34184,1329.32723,0.,0.
2001-04-19,0.,.03496,2512.56766,1330.95944,0.,0.
2001-04-20,0.,.00388,2548.83119,1343.61556,0.,0.
2001-04-21,0.,0.,2630.10825,1376.18559,0.,0.
2001-04-22,0.,0.,2673.39359,1394.36787,0.,0.
2001-04-23,0.,0.,2686.15568,1400.18786,0.,0.
2001-04-24,0.,0.,2699.66410,1406.48889,0.,0.
2001-04-25,0.,.00375,2728.97296,1418.56188,0.,0.
2001-04-26,0.,.03478,2810.95504,1436.18326,0.,0.
2001-04-27,0.,.00865,2927.88898,1476.91079,0.,0.
2001-04-28,0.,.02636,3083.86676,1517.62473,0.,0.
2001-04-29,0.,.00178,3277.21274,1598.03461,0.,0.
2001-04-30,0.,.06091,3452.17514,1616.17419,0.,0.
2001-05-01,0.,.01166,3620.48128,1678.68379,0.,0.
2001-05-02,0.,0.,3839.95215,1776.86591,0.,0.
2001-05-03,0.,.01882,3970.45330,1820.64130,0.,0.
2001-05-04,0.,.00896,4058.10374,1854.31157,0.,0.
2001-05-05,0.,.00207,4275.22655,1953.84222,0.,0.
2001-05-06,0.,0.,4482.23765,2056.70047,0.,0.
2001-05-07,0.,0.,700.00000,2182.57210,3782.23765,0.
2001-05-08,0.,0.,700.00000,2308.47876,3782.23765,0.
2001-05-09,0.,0.,700.00000,2445.91960,3782.23765,0.
2001-05-10,0.,0.,783.49908,2591.86196,3782.23765,0.
2001-05-11,0.,0.,876.20926,2746.15582,3782.23765,0.
2001-05-12,0.,0.,978.23549,2908.69035,3782.23765,0.
2001-05-13,0.,0.,1089.13419,3077.78818,3782.23765,0.
2001-05-14,0.,0.,1173.81556,3202.68180,3782.23765,0.
2001-05-15,0.,0.,1286.19895,3363.58426,3782.23765,0.
2001-05-16,0.,.02905,1377.35251,3459.39349,3782.23765,0.
2001-05-17,0.,.00056,1495.16769,3614.69397,3782.23765,0.
2001-05-18,0.,0.,1586.38087,3729.03418,3782.23765,0.
2001-05-19,0.,0.,1745.41268,3928.41538,3782.23765,0.
2001-05-20,0.,0.,1911.15696,4129.51172,3782.23765,0.
2001-05-21,0.,0.,2094.10128,700.00000,3782.23765,3429.51172
2001-05-22,0.,0.,2286.12903,700.00000,3782.23765,3429.51172
2001-05-23,0.,0.,2484.81495,700.00000,3782.23765,3429.51172
2001-05-24,0.,0.,2693.20441,781.31535,3782.23765,3429.51172
2001-05-25,0.,0.,2909.54966,870.33491,3782.23765,3429.51172
2001-05-26,0.,0.,3128.71324,962.04411,3782.23765,3429.51172
2001-05-27,0.,0.,3253.20858,1019.26587,3782.23765,3429.51172
2001-05-28,0.,0.,3386.51768,1082.36829,3782.23765,3429.51172
2001-05-29,0.,0.,3625.25777,1196.53820,3782.23765,3429.51172
2001-05-30,0.,0.,3817.61024,1293.27721,3782.23765,3429.51172
2001-05-31,0.,0.,700.00000,1420.30754,6899.84789,3429.51172
2001-06-01,0.,0.,700.00000,1525.09469,6899.84789,3429.51172
2001-06-02,2.46553E-05,.01901,700.00000,1570.74747,6899.84789,3429.51172
2001-06-03,0.,8.45093E-05,759.24032,1670.95326,6899.84789,3429.51172
2001-06-04,0.,0.,818.84208,1769.34707,6899.84789,3429.51172
2001-06-05,0.,0.,914.74898,1923.04830,6899.84789,3429.51172
2001-06-06,0.,0.,1011.10991,2072.70162,6899.84789,3429.51172
2001-06-07,0.,0.,1125.78560,2242.42222,6899.84789,3429.51172
2001-06-08,0.,0.,1252.87894,2425.37474,6899.84789,3429.51172
2001-06-09,0.,0.,1374.80933,2598.73286,6899.84789,3429.51172
2001-06-10,0.,0.,1485.31776,2752.20657,6899.84789,3429.51172
2001-06-11,0.,0.,1632.00885,2950.74950,6899.84789,3429.51172
2001-06-12,0.,0.,1743.94828,3096.13978,6899.84789,3429.51172
2001-06-13,0.,0.,1910.79954,3308.81290,6899.84789,3429.51172
2001-06-14,0.,0.,2089.71973,3528.55951,6899.84789,3429.51172
2001-06-15,.00036,.04734,2239.00383,700.00000,6899.84789,6258.07123
2001-06-16,0.,.00162,2382.17828,700.00000,6899.84789,6258.07123
2001-06-17,0.,.01691,2488.20322,700.00000,6899.84789,6258.07123
2001-06-18,0.,0.,2582.95116,737.34984,6899.84789,6258.07123
2001-06-19,0.,0.,2800.69774,824.29922,6899.84789,6258.07123
2001-06-20,0.,0.,3019.39986,913.76316,6899.84789,6258.07123
2001-06-21,0.,0.,3233.75585,1005.93864,6899.84789,6258.07123
2001-06-22,0.,0.,3413.84807,1088.20522,6899.84789,6258.07123
2001-06-23,0.,0.,700.00000,1192.69630,9613.69596,6258.07123
2001-06-24,0.,0.,700.00000,1303.01508,9613.69596,6258.07123
2001-06-25,0.,0.,700.00000,1432.40072,9613.69596,6258.07123
2001-06-26,0.,0.,785.24963,1567.69296,9613.69596,6258.07123
2001-06-27,0.,0.,845.09025,1662.24801,9613.69596,6258.07123
2001-06-28,0.,0.,941.87206,1807.34258,9613.69596,6258.07123
2001-06-29,0.,0.,1040.12809,1949.73423,9613.69596,6258.07123
2001-06-30,3.06773E-05,4.42813E-05,1139.98637,2088.96186,9613.69596,6258.07123
2001-07-01,0.,0.,1270.41126,2262.77325,9613.69596,6258.07123
2001-07-02,0.,0.,1367.75967,2386.93940,9613.69596,6258.07123
2001-07-03,0.,0.,1515.13437,2569.90460,9613.69596,6258.07123
2001-07-04,.01105,.00086,1664.87950,2744.37797,9613.69596,6258.07123
2001-07-05,.06742,.00572,1800.47994,2876.45691,9613.69596,6258.07123
2001-07-06,.08935,.00549,1926.79897,2977.31032,9613.69596,6258.07123
2001-07-07,.00244,.00113,2033.60706,3087.05340,9613.69596,6258.07123
2001-07-08,0.,0.,2047.43231,3090.09802,9613.69596,6258.07123
2001-07-09,0.,0.,2188.00663,700.00000,9613.69596,8648.16926
2001-07-10,.00014,.00263,2323.65450,700.00000,9613.69596,8648.16926
2001-07-11,.00121,.01508,2499.15114,700.00000,9613.69596,8648.16926
2001-07-12,.00048,.01757,2663.66471,745.87057,9613.69596,8648.16926
2001-07-13,4.98286E-06,.04478,2826.50986,769.70806,9613.69596,8648.16926
2001-07-14,0.,.01765,2918.56395,776.06017,9613.69596,8648.16926
2001-07-15,0.,.02786,3088.95978,810.20900,9613.69596,8648.16926
2001-07-16,0.,.00084,700.00000,886.48922,1.20027E+04,8648.16926
2001-07-17,0.,0.,700.00000,969.95197,1.20027E+04,8648.16926
2001-07-18,0.,.07110,700.00000,974.79388,1.20027E+04,8648.16926
2001-07-19,0.,.07443,757.73333,974.79388,1.20027E+04,8648.16926
2001-07-20,0.,.04790,818.82082,992.58296,1.20027E+04,8648.16926
2001-07-21,0.,.02942,861.35915,994.72672,1.20027E+04,8648.16926
2001-07-22,0.,.07807,954.73932,1021.77947,1.20027E+04,8648.16926
2001-07-23,0.,.07450,1046.13960,1028.63921,1.20027E+04,8648.16926
2001-07-24,0.,.07399,1156.23787,1059.09732,1.20027E+04,8648.16926
2001-07-25,0.,.05313,1275.90280,1104.70502,1.20027E+04,8648.16926
2001-07-26,0.,.04854,1401.86793,1158.72789,1.20027E+04,8648.16926
2001-07-27,0.,.02357,1506.62947,1209.01208,1.20027E+04,8648.16926
2001-07-28,0.,.01498,1647.93328,1286.74784,1.20027E+04,8648.16926
2001-07-29,0.,.00565,1795.20211,1374.00308,1.20027E+04,8648.16926
2001-07-30,0.,0.,1947.66889,1469.26144,1.20027E+04,8648.16926
2001-07-31,0.,0.,2101.69200,1567.00268,1.20027E+04,8648.16926
2001-08-01,0.,0.,2267.98254,1674.74796,1.20027E+04,8648.16926
2001-08-02,0.,0.,2428.42155,1781.06403,1.20027E+04,8648.16926
2001-08-03,0.,0.,2560.53715,1871.14184,1.20027E+04,8648.16926
2001-08-04,0.,0.,2727.95259,1986.34614,1.20027E+04,8648.16926
2001-08-05,0.,.09096,700.00000,2025.99314,1.40306E+04,8648.16926
2001-08-06,0.,.10603,700.00000,2025.99314,1.40306E+04,8648.16926
2001-08-07,0.,.12376,700.00000,2025.99314,1.40306E+04,8648.16926
2001-08-08,0.,.11086,747.78377,2025.99314,1.40306E+04,8648.16926
2001-08-09,0.,.10015,803.24780,2025.99314,1.40306E+04,8648.16926
2001-08-10,0.,.09803,869.14163,2025.99314,1.40306E+04,8648.16926
2001-08-11,0.,.10800,954.39519,2060.15899,1.40306E+04,8648.16926
2001-08-12,0.,.06366,985.66955,2060.15899,1.40306E+04,8648.16926
2001-08-13,0.,.03481,1006.18964,2060.15899,1.40306E+04,8648.16926
2001-08-14,0.,.10813,1096.96954,2097.66427,1.40306E+04,8648.16926
2001-08-15,0.,.07266,1173.81511,2143.25890,1.40306E+04,8648.16926
2001-08-16,0.,.02944,1264.68125,2207.42669,1.40306E+04,8648.16926
2001-08-17,0.,.01979,1375.26246,2295.93567,1.40306E+04,8648.16926
2001-08-18,0.,.00645,1479.95360,2385.90332,1.40306E+04,8648.16926
2001-08-19,0.,9.95398E-05,1582.53896,2477.51350,1.40306E+04,8648.16926
2001-08-20,0.,0.,1692.25174,2574.80137,1.40306E+04,8648.16926
2001-08-21,0.,0.,1819.87121,2687.41070,1.40306E+04,8648.16926
2001-08-22,0.,0.,1943.60751,2796.90212,1.40306E+04,8648.16926
2001-08-23,0.,0.,2051.40963,700.00000,1.40306E+04,1.07451E+04
2001-08-24,0.,0.,2165.46143,700.00000,1.40306E+04,1.07451E+04
2001-08-25,0.,0.,2279.74335,700.00000,1.40306E+04,1.07451E+04
2001-08-26,9.85489E-08,.06041,2381.77030,704.21401,1.40306E+04,1.07451E+04
2001-08-27,0.,.02249,2530.05608,747.62996,1.40306E+04,1.07451E+04
2001-08-28,0.,.00091,2681.76499,807.71207,1.40306E+04,1.07451E+04
2001-08-29,0.,0.,2835.43616,872.41798,1.40306E+04,1.07451E+04
2001-08-30,0.,0.,700.00000,921.43078,1.61660E+04,1.07451E+04
2001-08-31,0.,.02622,700.00000,934.65142,1.61660E+04,1.07451E+04
2001-09-01,0.,.01493,700.00000,984.58353,1.61660E+04,1.07451E+04
2001-09-02,0.,.00063,712.76552,1000.72784,1.61660E+04,1.07451E+04
2001-09-03,0.,.03108,734.90771,1000.72784,1.61660E+04,1.07451E+04
2001-09-04,0.,.05311,780.21296,1000.72784,1.61660E+04,1.07451E+04
2001-09-05,0.,.07434,840.78696,1002.91597,1.61660E+04,1.07451E+04
2001-09-06,0.,.03365,892.32525,1020.87079,1.61660E+04,1.07451E+04
2001-09-07,0.,.03341,932.32154,1031.52741,1.61660E+04,1.07451E+04
2001-09-08,0.,.07688,1002.61669,1031.52741,1.61660E+04,1.07451E+04
2001-09-09,0.,.04982,1053.17301,1031.52741,1.61660E+04,1.07451E+04
2001-09-10,0.,.05135,1120.78310,1031.52741,1.61660E+04,1.07451E+04
2001-09-11,0.,.04931,1190.04591,1031.52741,1.61660E+04,1.07451E+04
2001-09-12,0.,.03217,1235.11112,1031.52741,1.61660E+04,1.07451E+04
2001-09-13,0.,.04260,1305.45053,1031.52741,1.61660E+04,1.07451E+04
2001-09-14,0.,.03209,1379.94315,1040.11260,1.61660E+04,1.07451E+04
2001-09-15,0.,.04179,1453.06755,1040.11260,1.61660E+04,1.07451E+04
2001-09-16,0.,.02850,1534.10947,1040.11260,1.61660E+04,1.07451E+04
2001-09-17,0.,.02498,1604.18115,1040.11260,1.61660E+04,1.07451E+04
2001-09-18,0.,.02671,1670.65719,1040.11260,1.61660E+04,1.07451E+04
2001-09-19,0.,.00094,1674.62511,1040.11260,1.61660E+04,1.07451E+04
2001-09-20,0.,.02311,1721.41341,1040.11260,1.61660E+04,1.07451E+04
2001-09-21,0.,.02528,1812.04278,1041.02649,1.61660E+04,1.07451E+04
2001-09-22,0.,.02486,1908.18828,1043.43797,1.61660E+04,1.07451E+04
2001-09-23,0.,.01425,1992.93150,1053.23945,1.61660E+04,1.07451E+04
2001-09-24,0.,.01379,2049.80417,1053.23945,1.61660E+04,1.07451E+04
2001-09-25,0.,.01891,2138.39953,1054.26603,1.61660E+04,1.07451E+04
2001-09-26,0.,.01528,2227.30119,1056.89036,1.61660E+04,1.07451E+04
2001-09-27,0.,.01482,2297.40235,1056.89036,1.61660E+04,1.07451E+04
2001-09-28,0.,.01978,2391.95037,1064.32122,1.61660E+04,1.07451E+04
2001-09-29,0.,.01264,2477.15715,1065.46247,1.61660E+04,1.07451E+04
2001-09-30,0.,.01489,2561.64806,1068.54918,1.61660E+04,1.07451E+04
2001-10-01,0.,.01205,2591.22343,1068.54918,1.61660E+04,1.07451E+04
2001-10-02,0.,.00767,2595.75392,1068.54918,1.61660E+04,1.07451E+04
2001-10-03,0.,.02038,2683.44915,1070.22900,1.61660E+04,1.07451E+04
2001-10-04,0.,.01043,2766.34109,1076.31111,1.61660E+04,1.07451E+04
2001-10-05,0.,.00775,700.00000,1086.50458,1.82324E+04,1.07451E+04
2001-10-06,0.,.01258,700.00000,1086.50458,1.82324E+04,1.07451E+04
2001-10-07,0.,.01279,700.00000,700.00000,1.82324E+04,1.11316E+04
2001-10-08,0.,.01474,733.60071,700.00000,1.82324E+04,1.11316E+04
2001-10-09,0.,.00934,761.47858,721.65647,1.82324E+04,1.11316E+04
2001-10-10,0.,.01360,802.61369,750.36989,1.82324E+04,1.11316E+04
2001-10-11,0.,.00414,813.81729,759.25039,1.82324E+04,1.11316E+04
2001-10-12,0.,.00765,857.69966,791.92535,1.82324E+04,1.11316E+04
2001-10-13,0.,.00324,898.64469,825.76540,1.82324E+04,1.11316E+04
2001-10-14,0.,.00159,931.50606,854.07131,1.82324E+04,1.11316E+04
